test_id,adult_males,subadult_males,adult_females,juveniles,pups
9103,5,4,31,9,18
9104,5,4,36,10,18
9105,3,3,14,4,10
9106,3,5,22,6,12
9107,0,2,5,3,0
9108,1,3,13,9,3
9109,8,5,97,31,33
9110,0,1,3,2,0
9111,11,5,74,8,55
9112,4,6,29,16,12
9113,1,3,6,9,0
9114,10,5,80,11,64
9115,3,3,14,36,0
9116,3,3,15,12,3
9117,8,6,69,26,35
9118,0,2,2,4,0
9119,2,2,8,7,5
9120,0,1,2,2,0
9121,3,2,20,20,5
9122,1,4,53,22,3
9123,3,9,30,50,6
9124,0,2,1,6,0
9125,1,3,5,3,3
9126,3,4,17,10,6
9127,5,3,45,8,23
9128,2,7,18,12,11
9129,2,2,11,8,5
9130,2,6,14,8,7
9131,19,8,122,28,82
9132,3,4,31,2,21
9133,0,2,2,0,0
9134,2,2,11,4,5
9135,7,5,66,14,37
9136,2,4,18,18,4
9137,1,3,8,6,2
9138,1,1,12,6,0
9139,2,1,21,7,7
9140,7,3,77,14,52
9141,3,5,30,10,6
9142,9,8,68,52,28
9143,10,5,54,5,39
9144,2,2,10,3,5
9145,0,2,4,12,0
9146,1,3,15,6,4
9147,2,1,13,5,6
9148,1,3,10,19,1
9149,1,1,11,2,4
9150,2,3,21,4,7
9151,3,3,15,10,2
9152,1,3,7,8,4
9153,0,3,4,21,0
9154,1,4,6,6,4
9155,1,3,19,4,11
9156,1,3,3,8,0
9157,7,4,44,13,26
9158,4,5,40,24,14
9159,0,3,3,2,1
9160,1,1,12,5,8
9161,2,2,11,5,3
9162,3,3,13,8,4
9163,0,4,9,19,0
9164,2,4,11,11,2
9165,7,3,55,18,30
9166,1,2,27,15,3
9167,3,4,12,5,6
9168,2,2,10,7,5
9169,3,2,35,13,0
9170,2,0,9,4,1
9171,1,2,7,2,4
9172,5,4,72,27,30
9173,1,2,12,18,0
9174,0,1,1,0,0
9175,3,3,29,12,9
9176,2,2,6,7,4
9177,7,4,79,7,51
9178,0,3,3,12,0
9179,2,2,10,6,3
9180,2,3,11,7,3
9181,1,1,7,4,2
9182,5,3,40,17,26
9183,2,3,30,5,15
9184,3,3,37,6,28
9185,10,11,164,194,35
9186,3,3,15,14,4
9187,1,2,5,3,0
9188,1,1,2,1,0
9189,3,5,20,12,7
9190,2,3,7,6,2
9191,2,3,15,12,3
9192,6,4,40,5,28
9193,2,4,28,8,16
9194,2,1,15,12,0
9195,4,5,34,10,15
9196,0,1,18,5,0
9197,6,7,34,38,8
9198,3,5,32,25,3
9199,2,4,22,2,12
9200,2,3,11,11,5
9201,1,2,6,2,3
9202,1,2,10,5,3
9203,3,6,28,23,9
9204,4,4,45,3,30
9205,6,4,37,10,26
9206,0,1,3,4,0
9207,4,4,39,6,26
9208,6,4,27,7,24
9209,2,4,10,8,2
9210,8,7,73,27,41
9211,8,5,53,9,37
9212,1,4,19,54,1
9213,1,2,4,7,0
9214,8,3,53,7,38
9215,1,0,5,3,1
9216,3,3,11,14,3
9217,4,3,18,4,15
9218,5,8,43,10,21
9219,2,1,6,5,1
9220,0,0,1,0,0
9221,3,4,53,25,19
9222,1,3,6,2,0
9223,1,3,10,1,6
9224,1,2,8,11,1
9225,3,2,23,1,17
9226,1,3,12,8,5
9227,2,2,13,15,4
9228,1,2,10,5,2
9229,2,6,12,8,4
9230,2,2,5,8,1
9231,1,3,26,10,10
9232,3,2,17,10,2
9233,2,3,22,17,8
9234,4,4,27,9,17
9235,3,8,28,19,9
9236,2,2,7,13,0
9237,2,2,12,5,3
9238,2,2,22,17,4
9239,0,6,3,3,1
9240,1,2,3,3,0
9241,1,3,8,8,2
9242,1,2,6,2,4
9243,1,4,15,18,1
9244,2,4,14,7,4
9245,11,5,60,4,51
9246,1,3,8,18,0
9247,1,4,4,3,2
9248,8,6,56,12,32
9249,4,2,35,6,20
9250,0,1,0,4,0
9251,5,4,38,6,21
9252,4,9,40,46,5
9253,2,5,15,4,8
9254,4,4,17,5,12
9255,2,3,47,29,9
9256,9,2,49,15,14
9257,3,2,39,12,21
9258,0,3,1,6,0
9259,4,7,38,27,6
9260,2,2,9,3,5
9261,4,8,27,24,13
9262,2,1,7,6,1
9263,1,1,7,5,0
9264,6,9,107,68,23
9265,1,5,5,8,1
9266,4,6,31,19,12
9267,0,3,8,35,1
9268,3,1,23,8,2
9269,1,1,8,2,6
9270,4,4,14,11,3
9271,5,4,42,14,14
9272,2,2,15,5,6
9273,2,3,9,11,1
9274,9,5,64,22,28
9275,2,5,45,30,11
9276,1,6,23,34,4
9277,1,4,12,10,3
9278,5,3,15,22,2
9279,4,3,18,10,3
9280,6,5,39,22,17
9281,4,4,28,3,23
9282,1,4,6,23,0
9283,6,4,51,15,15
9284,1,2,44,7,7
9285,2,9,117,314,3
9286,3,3,17,8,8
9287,4,3,19,22,2
9288,0,4,5,16,0
9289,2,11,14,17,5
9290,3,6,19,14,8
9291,8,3,73,14,43
9292,1,4,14,16,3
9293,1,3,16,2,7
9294,4,3,15,13,3
9295,1,3,7,8,4
9296,1,2,5,9,0
9297,2,1,11,6,5
9298,3,1,17,9,5
9299,6,4,58,12,36
9300,1,4,7,9,2
9301,0,1,0,2,0
9302,1,2,5,7,0
9303,3,3,15,7,9
9304,3,4,69,44,3
9305,1,2,9,18,0
9306,4,3,26,17,10
9307,3,3,13,15,1
9308,1,2,2,5,1
9309,5,3,38,5,23
9310,1,5,20,29,1
9311,2,4,17,13,4
9312,1,2,2,10,0
9313,9,5,84,4,70
9314,3,4,15,6,5
9315,1,2,6,10,2
9316,2,2,26,13,9
9317,11,5,120,10,80
9318,1,2,7,10,1
9319,0,2,3,5,0
9320,1,3,14,16,0
9321,13,4,77,28,47
9322,3,5,16,13,3
9323,2,2,15,7,8
9324,1,3,10,1,9
9325,2,6,15,15,2
9326,1,3,2,5,0
9327,3,2,19,8,12
9328,1,3,7,10,1
9329,1,3,2,5,0
9330,2,3,27,24,16
9331,6,4,63,8,35
9332,4,5,36,19,16
9333,1,2,7,3,5
9334,4,5,27,10,13
9335,1,3,17,17,2
9336,0,1,8,7,0
9337,1,2,8,7,2
9338,4,3,23,4,15
9339,1,4,17,41,1
9340,1,3,11,11,2
9341,2,3,14,15,2
9342,4,7,35,58,3
9343,3,4,63,38,17
9344,3,6,20,17,6
9345,1,2,2,10,0
9346,4,4,27,5,19
9347,1,2,18,10,7
9348,1,2,4,8,0
9349,3,3,23,7,14
9350,1,1,0,10,0
9351,1,5,12,22,0
9352,3,3,25,14,7
9353,4,1,25,6,17
9354,2,7,13,14,4
9355,5,5,72,22,36
9356,1,2,4,4,0
9357,1,4,10,15,1
9358,2,2,15,5,6
9359,2,4,13,2,7
9360,1,9,27,70,4
9361,1,2,11,7,4
9362,6,4,82,28,33
9363,1,4,6,5,2
9364,3,2,40,19,2
9365,7,5,49,23,16
9366,6,4,31,13,16
9367,3,3,16,12,5
9368,18,9,135,10,103
9369,3,7,34,79,11
9370,3,2,19,11,8
9371,3,4,15,13,4
9372,2,3,23,16,4
9373,4,5,29,15,16
9374,0,0,0,0,0
9375,2,6,18,14,5
9376,11,4,50,17,29
9377,6,5,57,8,35
9378,5,6,59,24,26
9379,9,5,79,6,66
9380,3,6,49,69,6
9381,1,2,6,4,0
9382,1,3,5,3,2
9383,6,5,42,9,24
9384,3,3,41,27,0
9385,5,3,35,20,15
9386,3,7,27,35,3
9387,0,2,1,0,0
9388,1,2,10,13,4
9389,0,5,5,1,2
9390,1,2,9,10,0
9391,1,5,4,1,3
9392,2,2,13,0,8
9393,2,1,9,9,2
9394,3,2,34,5,22
9395,2,2,16,4,10
9396,15,8,89,7,65
9397,1,2,6,4,0
9398,1,4,9,7,1
9399,13,6,92,16,46
9400,3,4,14,7,6
9401,6,6,28,7,12
9402,1,6,9,61,0
9403,1,2,3,8,0
9404,2,5,12,8,2
9405,0,2,1,12,0
9406,6,8,28,35,6
9407,3,3,13,9,6
9408,2,3,8,2,3
9409,1,2,1,11,0
9410,0,2,4,4,1
9411,2,2,13,0,11
9412,1,2,3,2,0
9413,1,1,1,7,1
9414,3,4,46,2,30
9415,2,10,114,390,4
9416,3,3,28,21,9
9417,2,6,31,28,8
9418,3,3,47,20,12
9419,0,2,3,3,0
9420,8,13,77,32,30
9421,3,4,27,15,20
9422,2,3,11,2,7
9423,5,6,36,4,21
9424,3,3,17,7,5
9425,1,4,15,4,7
9426,2,4,11,6,7
9427,7,3,30,10,18
9428,10,6,96,18,67
9429,3,2,26,11,13
9430,3,3,17,13,8
9431,0,2,1,3,0
9432,2,3,9,6,3
9433,2,4,11,24,3
9434,4,4,48,2,27
9435,2,3,18,3,6
9436,2,3,14,4,10
9437,12,3,111,9,82
9438,1,8,23,68,4
9439,2,5,8,19,0
9440,2,2,11,8,5
9441,5,5,46,12,19
9442,1,1,6,5,0
9443,1,5,22,33,1
9444,0,6,10,29,3
9445,6,4,50,19,27
9446,2,4,8,8,3
9447,1,3,0,3,0
9448,2,3,7,5,4
9449,6,9,42,14,21
9450,2,3,9,8,1
9451,4,10,42,74,6
9452,1,2,11,9,0
9453,2,5,14,7,6
9454,1,1,1,7,0
9455,3,2,20,12,7
9456,0,2,3,5,0
9457,2,1,10,8,1
9458,5,4,37,21,6
9459,4,3,23,5,16
9460,2,3,19,13,5
9461,2,4,26,13,10
9462,1,2,2,5,0
9463,1,2,3,8,0
9464,1,8,11,11,0
9465,3,4,29,43,5
9466,1,3,13,8,6
9467,6,4,71,20,34
9468,0,4,7,1,3
9469,7,3,52,3,35
9470,2,3,13,21,0
9471,2,6,25,16,6
9472,1,4,6,10,2
9473,4,4,25,5,18
9474,1,3,17,4,5
9475,5,5,39,22,20
9476,0,4,13,28,0
9477,2,8,11,10,1
9478,2,4,9,8,2
9479,2,4,24,7,10
9480,13,6,150,90,50
9481,7,4,46,17,22
9482,2,3,27,17,1
9483,4,6,68,14,32
9484,4,6,65,16,29
9485,0,4,26,20,2
9486,3,4,25,8,7
9487,3,4,21,13,7
9488,2,4,15,28,1
9489,1,5,19,24,1
9490,10,6,130,28,63
9491,2,3,35,20,11
9492,2,3,17,11,7
9493,5,3,28,3,22
9494,8,8,82,31,35
9495,4,5,18,16,5
9496,2,3,16,7,5
9497,3,3,12,7,8
9498,3,5,33,62,6
9499,1,2,9,5,6
9500,7,10,76,85,21
9501,1,3,9,18,2
9502,2,4,10,28,1
9503,3,3,19,9,9
9504,4,3,29,11,14
9505,1,1,10,7,4
9506,2,10,129,431,5
9507,2,3,21,1,16
9508,6,3,27,4,23
9509,2,3,24,13,11
9510,1,3,6,5,2
9511,3,5,27,9,14
9512,2,5,13,8,4
9513,1,2,4,4,0
9514,4,4,39,24,17
9515,1,4,11,27,1
9516,1,1,2,8,0
9517,2,2,6,7,0
9518,1,2,8,8,0
9519,3,3,10,5,8
9520,13,8,103,51,49
9521,4,5,34,3,16
9522,0,2,8,9,1
9523,2,2,21,16,0
9524,2,3,4,6,3
9525,1,3,13,16,1
9526,12,8,79,3,55
9527,3,3,15,5,8
9528,2,5,13,13,0
9529,3,4,19,27,3
9530,4,3,23,5,17
9531,11,8,116,72,59
9532,2,2,11,5,6
9533,7,3,30,14,19
9534,1,4,16,16,3
9535,1,3,6,2,2
9536,5,13,77,89,14
9537,2,2,12,5,8
9538,5,4,34,5,14
9539,10,8,89,52,35
9540,6,4,38,11,23
9541,1,5,7,15,1
9542,3,6,17,4,9
9543,2,4,17,21,3
9544,0,6,8,10,2
9545,7,5,49,4,40
9546,2,1,19,6,1
9547,0,4,0,0,0
9548,1,2,8,13,2
9549,2,4,17,12,2
9550,4,2,17,9,7
9551,1,2,9,9,3
9552,4,3,28,6,18
9553,2,2,9,7,4
9554,2,3,7,4,3
9555,0,2,4,4,0
9556,5,5,44,7,29
9557,1,3,15,7,5
9558,1,2,6,15,1
9559,2,2,22,3,17
9560,5,2,48,29,3
9561,0,4,9,8,0
9562,6,6,61,17,23
9563,1,3,8,10,2
9564,3,7,34,42,11
9565,1,1,3,6,0
9566,5,4,65,7,43
9567,0,5,13,16,1
9568,4,2,27,17,3
9569,0,0,1,2,0
9570,1,1,3,3,1
9571,1,4,3,5,1
9572,6,2,50,20,30
9573,3,6,39,28,11
9574,0,1,1,5,0
9575,1,3,6,5,0
9576,4,6,38,12,19
9577,0,0,4,1,1
9578,4,5,31,23,11
9579,0,0,0,1,0
9580,4,4,30,9,13
9581,3,5,19,2,15
9582,2,2,26,14,6
9583,2,2,12,9,1
9584,1,1,1,7,0
9585,7,5,45,10,29
9586,0,3,1,3,0
9587,0,2,1,2,0
9588,2,4,16,4,11
9589,8,5,40,11,25
9590,9,5,87,38,41
9591,1,2,6,6,0
9592,1,3,4,1,3
9593,9,8,131,77,38
9594,3,8,24,7,6
9595,8,7,71,40,31
9596,1,5,5,6,1
9597,1,1,6,9,0
9598,1,4,9,8,0
9599,1,4,8,21,0
9600,6,4,31,13,11
9601,7,3,57,19,34
9602,3,13,69,104,7
9603,1,2,2,13,0
9604,3,3,15,13,5
9605,1,3,3,4,1
9606,1,4,7,19,0
9607,0,1,1,2,0
9608,0,1,5,2,2
9609,14,5,130,43,66
9610,1,2,11,7,4
9611,0,8,8,41,2
9612,3,1,14,10,3
9613,0,2,2,7,0
9614,2,2,13,30,0
9615,0,2,2,1,0
9616,3,2,36,11,16
9617,3,1,6,9,0
9618,1,2,4,1,3
9619,4,6,36,4,21
9620,2,4,14,5,5
9621,0,1,1,2,0
9622,2,2,29,26,2
9623,2,8,22,57,7
9624,1,3,19,5,1
9625,1,2,13,3,10
9626,10,4,59,9,39
9627,1,1,11,3,4
9628,6,4,44,12,17
9629,0,2,0,0,0
9630,7,3,39,10,29
9631,6,4,40,7,21
9632,4,3,41,1,30
9633,0,1,1,4,1
9634,5,4,38,5,28
9635,3,3,27,16,8
9636,10,3,85,5,70
9637,5,3,30,1,27
9638,2,2,20,6,7
9639,1,3,20,42,0
9640,2,2,9,8,4
9641,4,3,24,7,12
9642,3,2,11,7,4
9643,5,4,22,6,15
9644,5,2,57,12,31
9645,1,1,7,8,2
9646,1,2,15,2,6
9647,2,3,16,7,5
9648,1,2,6,3,3
9649,3,7,43,53,9
9650,6,4,33,6,18
9651,5,3,29,4,22
9652,3,7,29,32,4
9653,3,3,12,18,2
9654,1,2,6,3,3
9655,6,4,39,10,21
9656,3,6,46,21,9
9657,1,2,9,9,2
9658,4,7,46,28,20
9659,4,5,29,27,6
9660,10,6,130,38,59
9661,1,2,9,8,2
9662,2,3,19,11,2
9663,1,2,3,4,1
9664,1,3,5,13,2
9665,1,1,0,11,0
9666,3,6,50,54,11
9667,1,3,5,1,3
9668,3,3,24,4,19
9669,2,6,18,24,8
9670,9,4,91,32,36
9671,3,2,18,5,9
9672,0,3,2,2,0
9673,0,1,2,5,0
9674,1,1,0,5,0
9675,3,3,45,27,2
9676,1,1,15,34,0
9677,3,4,31,23,7
9678,4,5,38,15,15
9679,3,3,13,6,5
9680,1,1,5,6,1
9681,9,5,58,14,34
9682,9,3,69,4,61
9683,12,5,109,33,59
9684,2,4,20,9,7
9685,3,4,13,8,9
9686,3,2,28,13,8
9687,0,0,3,0,3
9688,1,1,2,9,0
9689,1,2,7,5,0
9690,1,2,2,5,0
9691,11,8,114,112,27
9692,1,6,7,32,0
9693,1,4,11,6,4
9694,1,1,3,5,2
9695,2,3,14,10,6
9696,1,1,5,5,0
9697,2,3,10,2,7
9698,2,4,11,10,0
9699,5,12,76,87,12
9700,7,3,38,6,30
9701,2,3,15,2,11
9702,2,3,14,7,1
9703,5,5,54,27,17
9704,3,3,14,15,5
9705,12,6,115,22,60
9706,2,3,15,11,4
9707,0,1,2,2,0
9708,1,5,7,8,0
9709,4,4,46,3,31
9710,3,4,22,17,5
9711,1,2,20,12,9
9712,2,4,16,5,10
9713,7,4,28,9,17
9714,4,4,42,5,31
9715,1,1,9,6,3
9716,2,4,13,3,10
9717,2,4,11,6,4
9718,0,0,0,7,0
9719,1,4,5,15,1
9720,1,1,1,8,0
9721,3,3,19,11,5
9722,0,1,1,5,0
9723,3,4,16,32,4
9724,4,4,33,23,10
9725,2,3,8,7,4
9726,2,3,26,15,8
9727,4,3,48,14,21
9728,9,5,51,25,26
9729,7,4,30,16,13
9730,1,2,16,6,1
9731,2,2,15,11,6
9732,1,3,14,2,10
9733,3,2,17,14,0
9734,3,8,14,14,4
9735,3,3,9,7,1
9736,4,4,29,21,2
9737,3,3,13,3,10
9738,2,3,13,9,4
9739,3,4,29,1,21
9740,2,2,28,8,13
9741,4,4,21,8,15
9742,3,2,32,15,2
9743,4,9,79,123,9
9744,1,1,7,4,0
9745,1,2,4,9,0
9746,2,8,77,33,15
9747,2,3,13,2,11
9748,1,1,4,6,1
9749,3,2,18,17,2
9750,5,6,80,71,18
9751,1,3,8,1,4
9752,1,4,10,6,1
9753,1,3,10,2,6
9754,4,2,37,5,28
9755,1,4,1,8,0
9756,3,3,11,6,5
9757,0,2,3,19,1
9758,1,3,5,5,0
9759,7,5,46,11,29
9760,2,3,5,6,1
9761,0,2,5,5,1
9762,1,5,14,12,0
9763,5,11,153,151,23
9764,1,3,6,10,1
9765,1,1,8,20,0
9766,3,8,32,11,14
9767,4,4,23,30,5
9768,2,4,11,3,7
9769,3,4,57,51,16
9770,3,2,13,10,4
9771,7,4,65,11,39
9772,7,9,39,42,9
9773,7,4,53,10,36
9774,3,4,34,24,11
9775,1,4,5,13,1
9776,5,3,38,23,17
9777,6,6,59,12,36
9778,6,5,46,13,21
9779,2,3,11,4,3
9780,2,2,9,2,7
9781,4,2,13,9,6
9782,1,1,8,8,0
9783,10,5,100,68,30
9784,3,6,23,13,14
9785,1,5,37,54,4
9786,2,2,8,8,2
9787,3,5,16,8,8
9788,1,3,6,5,1
9789,8,6,70,27,36
9790,7,7,60,27,23
9791,2,5,28,33,6
9792,2,5,29,38,2
9793,2,3,19,3,14
9794,1,4,9,32,0
9795,0,1,9,2,4
9796,5,8,134,62,41
9797,5,3,13,12,4
9798,1,3,10,8,3
9799,1,2,11,9,0
9800,1,3,3,7,0
9801,4,3,42,21,13
9802,2,3,16,9,6
9803,2,3,9,6,4
9804,8,4,49,5,37
9805,1,4,15,25,4
9806,2,2,8,8,0
9807,1,2,7,5,3
9808,2,2,15,8,6
9809,2,3,8,9,2
9810,1,3,6,7,2
9811,1,4,5,6,1
9812,0,1,1,5,0
9813,1,4,13,5,4
9814,2,3,10,7,3
9815,2,3,43,5,25
9816,5,3,27,10,21
9817,1,1,3,7,0
9818,6,9,42,32,19
9819,14,5,87,12,66
9820,2,2,6,7,1
9821,2,3,30,25,4
9822,1,7,4,11,0
9823,0,5,7,2,3
9824,9,5,88,19,45
9825,2,6,16,10,5
9826,3,3,18,5,11
9827,3,4,20,12,0
9828,0,1,3,2,1
9829,2,4,10,10,2
9830,1,0,4,4,0
9831,2,2,23,11,4
9832,2,2,10,4,5
9833,8,4,52,8,41
9834,3,5,34,25,12
9835,1,2,5,1,1
9836,2,4,13,4,9
9837,1,2,6,10,0
9838,2,2,5,17,1
9839,0,1,1,1,0
9840,2,3,18,4,12
9841,1,3,10,10,2
9842,2,6,43,32,7
9843,12,8,206,25,74
9844,1,4,6,3,4
9845,1,1,13,7,3
9846,1,3,13,4,5
9847,3,4,20,10,11
9848,1,1,6,2,6
9849,3,2,14,10,0
9850,0,2,10,9,0
9851,1,5,26,14,10
9852,0,1,7,6,2
9853,2,3,14,9,5
9854,2,3,15,10,6
9855,6,7,97,40,25
9856,3,3,14,21,1
9857,2,3,32,18,7
9858,2,2,11,4,6
9859,5,6,71,57,23
9860,2,4,9,9,2
9861,0,3,7,29,1
9862,2,3,6,5,1
9863,4,4,38,35,10
9864,4,5,37,40,5
9865,4,3,57,18,25
9866,4,3,18,15,0
9867,2,3,13,14,2
9868,5,4,34,5,22
9869,1,2,6,8,0
9870,18,7,102,25,69
9871,1,1,10,6,5
9872,7,3,25,10,18
9873,2,1,4,6,1
9874,1,3,14,14,2
9875,4,1,32,12,8
9876,2,4,11,11,0
9877,2,3,10,5,3
9878,2,4,35,11,11
9879,3,4,16,4,8
9880,2,7,32,51,6
9881,1,1,9,4,5
9882,10,5,49,10,24
9883,2,2,41,15,13
9884,2,5,53,56,8
9885,1,2,7,3,2
9886,2,3,25,15,9
9887,2,5,12,8,6
9888,1,3,18,5,0
9889,12,7,71,30,36
9890,2,4,17,11,6
9891,16,8,144,13,96
9892,3,4,26,11,11
9893,3,3,12,13,3
9894,1,2,10,12,0
9895,7,7,52,58,15
9896,9,5,60,12,39
9897,3,4,40,35,11
9898,0,1,5,3,1
9899,3,2,14,9,6
9900,4,4,30,14,11
9901,2,2,8,12,0
9902,2,4,12,14,1
9903,1,4,15,21,6
9904,1,4,18,21,7
9905,2,3,8,9,2
9906,5,3,38,9,23
9907,2,4,13,20,0
9908,11,4,92,6,77
9909,1,2,10,19,3
9910,4,4,21,7,12
9911,1,1,2,8,0
9912,5,6,73,38,12
9913,6,4,46,14,28
9914,1,3,11,6,4
9915,2,7,22,13,6
9916,0,1,2,2,0
9917,2,7,60,78,1
9918,4,3,60,44,0
9919,1,3,8,16,1
9920,3,4,24,14,5
9921,1,5,5,3,2
9922,5,7,53,28,25
9923,6,2,74,3,48
9924,6,5,76,25,33
9925,0,2,2,5,0
9926,0,4,1,33,0
9927,1,5,13,4,6
9928,1,5,11,14,1
9929,1,9,44,59,4
9930,4,4,35,13,10
9931,4,4,18,23,5
9932,3,3,26,12,0
9933,2,7,10,15,0
9934,2,3,19,21,5
9935,1,4,10,19,0
9936,2,2,11,7,5
9937,2,7,30,48,7
9938,1,1,2,5,0
9939,3,6,31,17,12
9940,1,3,7,7,1
9941,4,8,16,12,7
9942,4,4,38,6,26
9943,4,3,29,21,7
9944,11,5,77,16,57
9945,0,1,1,4,0
9946,1,5,24,23,2
9947,4,3,48,7,31
9948,2,3,12,17,0
9949,1,4,3,9,0
9950,2,3,9,7,1
9951,1,3,23,6,8
9952,2,2,5,8,2
9953,3,3,11,6,7
9954,2,2,10,7,3
9955,2,3,9,5,1
9956,13,4,95,19,70
9957,0,4,4,40,0
9958,0,3,3,1,2
9959,5,3,24,18,4
9960,5,4,51,18,28
9961,0,1,5,5,0
9962,3,3,13,11,6
9963,0,5,12,26,0
9964,2,2,12,6,5
9965,2,3,9,20,0
9966,1,1,5,4,2
9967,3,4,17,5,12
9968,3,6,63,58,9
9969,4,3,44,35,7
9970,3,6,22,22,10
9971,6,5,44,5,37
9972,4,4,29,39,2
9973,5,5,41,17,17
9974,1,6,9,39,0
9975,0,0,7,2,4
9976,2,4,18,4,9
9977,1,4,19,20,3
9978,1,4,39,51,4
9979,3,3,22,15,7
9980,2,4,20,1,9
9981,2,2,14,8,5
9982,7,10,99,67,36
9983,5,3,58,22,32
9984,9,4,55,12,44
9985,4,5,26,10,13
9986,3,5,51,44,6
9987,3,2,34,14,17
9988,2,3,11,11,4
9989,3,4,8,8,4
9990,1,2,6,7,1
9991,3,3,39,10,15
9992,5,9,133,105,12
9993,1,2,9,4,4
9994,2,7,55,58,6
9995,0,5,8,17,1
9996,1,6,10,12,1
9997,7,9,45,36,19
9998,3,8,14,11,7
9999,2,2,7,5,0
10000,1,1,0,1,0
10001,0,1,1,1,0
10002,1,3,5,9,0
10003,1,4,27,39,2
10004,5,4,43,2,37
10005,3,2,58,39,14
10006,0,1,2,4,0
10007,1,1,12,6,9
10008,1,2,3,11,1
10009,2,3,8,13,1
10010,2,3,11,10,1
10011,3,3,16,3,9
10012,3,3,20,7,8
10013,7,10,151,92,21
10014,1,7,10,20,0
10015,1,5,9,19,0
10016,4,3,16,13,3
10017,3,2,18,34,0
10018,6,3,48,11,30
10019,3,4,16,19,2
10020,6,3,18,13,6
10021,3,4,18,8,7
10022,1,2,3,13,0
10023,3,3,22,12,13
10024,1,2,7,9,3
10025,2,3,7,8,2
10026,2,2,14,4,9
10027,1,2,15,4,1
10028,1,3,4,8,0
10029,4,6,53,63,13
10030,1,2,6,2,3
10031,3,2,25,8,18
10032,4,2,23,12,7
10033,2,3,25,7,14
10034,1,3,12,9,1
10035,3,2,17,2,14
10036,0,2,5,12,0
10037,2,3,9,8,1
10038,2,7,18,11,11
10039,3,3,26,17,11
10040,4,2,25,2,15
10041,1,3,8,23,3
10042,0,3,3,6,0
10043,2,3,32,16,8
10044,0,1,1,4,0
10045,2,3,8,1,6
10046,1,1,5,7,1
10047,12,4,95,12,61
10048,1,2,13,6,0
10049,1,3,41,35,6
10050,0,0,0,4,0
10051,9,6,62,10,40
10052,0,3,1,1,0
10053,6,9,54,19,34
10054,4,3,26,18,3
10055,9,5,63,12,41
10056,4,4,26,10,10
10057,1,1,12,3,7
10058,0,1,2,3,0
10059,8,5,62,9,49
10060,2,5,22,5,11
10061,4,4,37,10,23
10062,7,4,32,15,16
10063,2,1,20,6,9
10064,1,2,6,6,2
10065,6,5,37,18,18
10066,4,2,25,15,11
10067,3,7,34,64,3
10068,2,2,20,14,6
10069,5,5,61,22,21
10070,2,5,12,14,1
10071,4,3,17,15,6
10072,1,8,26,32,8
10073,7,3,50,5,44
10074,0,3,6,8,2
10075,2,6,44,34,6
10076,2,8,85,56,9
10077,0,0,0,1,0
10078,3,3,26,20,7
10079,2,3,16,13,3
10080,0,0,0,1,0
10081,2,5,33,35,6
10082,2,3,21,5,9
10083,3,3,8,4,4
10084,2,3,12,13,1
10085,6,2,33,12,21
10086,2,3,7,7,3
10087,3,4,18,9,7
10088,5,3,41,21,19
10089,2,3,23,3,8
10090,1,1,11,4,7
10091,13,12,167,90,51
10092,6,3,42,8,24
10093,3,7,16,37,4
10094,2,2,17,17,2
10095,2,5,12,14,1
10096,2,3,15,2,12
10097,6,8,62,30,23
10098,1,5,20,28,0
10099,2,1,9,9,3
10100,1,5,13,20,3
10101,0,2,5,3,0
10102,3,5,65,41,12
10103,3,5,22,14,8
10104,1,2,5,9,2
10105,2,4,18,3,13
10106,1,0,0,5,0
10107,5,9,147,105,22
10108,8,5,61,2,50
10109,10,8,181,25,72
10110,2,4,19,5,11
10111,3,3,19,11,11
10112,10,11,129,79,53
10113,10,4,113,13,77
10114,3,4,15,6,8
10115,4,6,37,45,12
10116,9,5,59,25,29
10117,2,4,10,2,7
10118,1,1,3,7,1
10119,2,5,11,11,5
10120,1,1,9,2,4
10121,2,4,54,47,3
10122,15,10,139,66,67
10123,1,3,41,28,8
10124,2,2,5,4,1
10125,0,1,5,10,3
10126,1,2,8,4,4
10127,0,1,1,4,0
10128,4,4,25,6,19
10129,3,4,16,9,4
10130,1,2,7,8,1
10131,4,2,17,12,3
10132,2,2,26,15,6
10133,1,2,3,9,0
10134,1,7,11,24,1
10135,5,4,38,2,23
10136,3,1,15,9,4
10137,0,0,1,1,0
10138,2,1,10,8,2
10139,3,2,22,6,13
10140,3,3,18,11,0
10141,3,4,41,4,28
10142,2,4,16,2,11
10143,10,4,65,28,37
10144,7,6,62,11,41
10145,2,3,9,6,4
10146,2,3,17,14,7
10147,6,5,56,15,28
10148,2,2,12,13,2
10149,2,4,16,14,5
10150,1,3,6,8,0
10151,2,9,68,78,1
10152,3,3,26,5,19
10153,3,4,14,20,7
10154,3,3,12,17,1
10155,2,2,15,7,8
10156,2,3,33,25,0
10157,1,3,11,4,4
10158,4,3,27,12,10
10159,2,2,11,4,6
10160,1,2,2,5,0
10161,1,3,18,28,3
10162,7,4,71,39,30
10163,2,1,4,3,1
10164,1,4,31,39,2
10165,0,6,3,1,0
10166,2,3,15,13,1
10167,1,5,23,50,1
10168,2,1,15,10,0
10169,2,4,13,13,3
10170,2,2,14,10,3
10171,2,2,7,4,5
10172,4,3,23,6,13
10173,8,8,147,90,37
10174,5,5,52,36,17
10175,1,2,8,2,5
10176,4,3,16,11,9
